_id,dataCollectionDate,beachName,windSpeed,windDirection,airTemp,rain,rainAmount,waterTemp,waterFowl,waveAction,waterClarity,turbidity
10537,2017-07-09,Woodbine Beaches,9,SW,17,No,NA,14,8,LOW,Clear,NA
10538,2017-07-09,Kew Balmy Beach,9,SW,17,No,NA,14,25,LOW,Clear,NA
10539,2017-07-09,Bluffer's Beach Park,9,SW,17,No,NA,14,NA,MOD,Murky,NA
10540,2017-07-17,Marie Curtis Park East Beach,18,NE,20,No,NA,15,17,LOW,Murky,1.61
10541,2017-07-17,Sunnyside Beach,18,NE,20,No,NA,16,45,LOW,Murky,1.1
10542,2017-07-17,Hanlan's Point Beach,18,NE,20,No,NA,16,23,LOW,Clear,NA
10543,2017-07-17,Gibraltar Point Beach,18,NE,20,No,NA,16,NA,LOW,Murky,NA
10544,2017-07-17,Centre Island Beach,18,NE,20,No,NA,17,15,LOW,Clear,NA
10545,2017-07-17,Ward's Island Beach,18,NE,20,No,NA,17,NA,LOW,Murky,NA
10546,2017-07-17,Cherry Beach,18,NE,20,No,NA,16,12,LOW,Murky,NA
10547,2017-07-17,Woodbine Beaches,18,NE,20,No,NA,16,NA,MOD,Murky,NA
10548,2017-07-17,Kew Balmy Beach,18,NE,20,No,NA,16,NA,MOD,Murky,NA
10549,2017-07-17,Bluffer's Beach Park,18,NE,20,No,NA,18,17,HIGH,Cloudy/murky,NA
10550,2017-07-18,Marie Curtis Park East Beach,9,NW,19,No,NA,19,7,LOW,Cloudy,2.61
10551,2017-07-18,Sunnyside Beach,9,NW,19,No,NA,18,180,LOW,Murky,0.72
10552,2017-07-18,Hanlan's Point Beach,9,NW,19,No,NA,18,NA,LOW,Clear,NA
10553,2017-07-18,Gibraltar Point Beach,9,NW,19,No,NA,18,NA,LOW,Clear,NA
10554,2017-07-18,Centre Island Beach,9,NW,19,No,NA,18,4,LOW,Clear,NA
10555,2017-07-18,Ward's Island Beach,9,NW,19,No,NA,18,NA,LOW,Clear,NA
10556,2017-07-18,Cherry Beach,9,NW,19,No,NA,18,37,LOW,Clear,NA
10557,2017-07-18,Woodbine Beaches,9,NW,19,No,NA,18,NA,LOW,Clear,NA
10558,2017-07-18,Kew Balmy Beach,9,NW,19,No,NA,18,NA,LOW,Clear,NA
10559,2017-07-18,Bluffer's Beach Park,9,NW,19,No,NA,20,NA,LOW,Murky,NA
10560,2017-08-01,Marie Curtis Park East Beach,5,NW,20,Yes,0,22,1,LOW,Murky,0.77
10561,2017-08-01,Sunnyside Beach,5,NW,20,Yes,0,21,90,LOW,Clear,1.18
10562,2017-08-01,Hanlan's Point Beach,5,NW,20,Yes,0,20,3,LOW,Clear,NA
10563,2017-08-01,Gibraltar Point Beach,5,NW,20,Yes,0,20,NA,LOW,Clear,NA
10564,2017-08-01,Centre Island Beach,5,NW,20,Yes,0,20,11,LOW,Clear,NA
10565,2017-08-01,Ward's Island Beach,5,NW,20,Yes,0,20,3,LOW,Clear,NA
10566,2017-08-01,Cherry Beach,5,NW,20,Yes,0,20,21,LOW,Clear,NA
10567,2017-08-01,Woodbine Beaches,5,NW,20,Yes,0,20,NA,LOW,Clear,NA
10568,2017-08-01,Kew Balmy Beach,5,NW,20,Yes,0,20,17,LOW,Clear,NA
10569,2017-08-01,Bluffer's Beach Park,5,NW,20,Yes,0,20,3,LOW,Murky,NA
10570,2017-08-18,Marie Curtis Park East Beach,8,SW,21,Yes,8,15,15,LOW,Brown + murky,3.1
10571,2017-08-18,Sunnyside Beach,8,SW,21,Yes,8,15,61,LOW,Brown + murky,2.77
10572,2017-08-18,Hanlan's Point Beach,8,SW,21,Yes,8,17,9,MOD,Cloudy,NA
10573,2017-08-18,Gibraltar Point Beach,8,SW,21,Yes,8,18,NA,HIGH,Cloudy,NA
10574,2017-08-18,Centre Island Beach,8,SW,21,Yes,8,19,6,MOD,Clear,NA
10575,2017-08-18,Ward's Island Beach,8,SW,21,Yes,8,18,1,MOD,Cloudy,NA
10576,2017-08-18,Cherry Beach,8,SW,21,Yes,8,19,167,LOW,Murky,NA
10577,2017-08-18,Woodbine Beaches,8,SW,21,Yes,8,20,10,LOW,Murky,NA
10578,2017-08-18,Kew Balmy Beach,8,SW,21,Yes,8,20,64,LOW,Murky,NA
10579,2017-08-18,Bluffer's Beach Park,8,SW,21,Yes,8,18,NA,MOD,Cloudy,NA
10580,2017-08-22,Marie Curtis Park East Beach,4,SW,21,No,NA,15,10,MOD,Murky,1.45
10581,2017-08-22,Sunnyside Beach,4,SW,21,No,NA,16,150,MOD,Cloudy,0.91
10582,2017-08-22,Hanlan's Point Beach,4,SW,21,No,NA,18,3,LOW,Cloudy,NA
10583,2017-08-22,Gibraltar Point Beach,4,SW,21,No,NA,19,NA,MOD,Murky,NA
10584,2017-08-22,Centre Island Beach,4,SW,21,No,NA,19,16,LOW,Cloudy,NA
10585,2017-08-22,Ward's Island Beach,4,SW,21,No,NA,19,NA,LOW,Cloudy,NA
10586,2017-08-22,Cherry Beach,4,SW,21,No,NA,19,6,LOW,Murky,NA
10587,2017-08-22,Woodbine Beaches,4,SW,21,No,NA,17,NA,MOD,Murky,NA
10588,2017-08-22,Kew Balmy Beach,4,SW,21,No,NA,17,NA,MOD,Murky,NA
10589,2017-08-22,Bluffer's Beach Park,4,SW,21,No,NA,12,74,MOD,Murky,NA
10590,2017-08-30,Marie Curtis Park East Beach,8,N,15,N/A,NA,15,10,LOW,Murky,2.83
10591,2017-08-30,Sunnyside Beach,8,N,15,N/A,NA,16,79,LOW,Clear,0.93
10592,2017-08-30,Hanlan's Point Beach,8,N,15,N/A,NA,19,4,LOW,Clear,NA
10593,2017-08-30,Gibraltar Point Beach,8,N,15,N/A,NA,18,6,LOW,Clear,NA
10594,2017-08-30,Centre Island Beach,8,N,15,N/A,NA,18,2,LOW,Clear,NA
10595,2017-08-30,Ward's Island Beach,8,N,15,N/A,NA,18,2,LOW,Clear,NA
10596,2017-08-30,Cherry Beach,8,N,15,No,NA,16,221,LOW,Clear,NA
10597,2017-08-30,Woodbine Beaches,8,N,15,No,NA,16,12,MOD,Murky,NA
10598,2017-08-30,Kew Balmy Beach,8,N,15,No,NA,16,32,MOD,Murky,NA
10599,2017-08-30,Bluffer's Beach Park,8,N,15,No,NA,11,NA,LOW,Murky,NA
10600,2018-05-24,Marie Curtis Park East Beach,5,S,12,No,NA,11,3,LOW,Clear,0.89
10601,2018-05-24,Sunnyside Beach,5,S,12,No,NA,12,NA,LOW,Clear,0.88
10602,2018-05-24,Hanlan's Point Beach,5,S,12,No,NA,11,4,LOW,Clear,NA
10603,2018-05-24,Gibraltar Point Beach,5,S,12,No,NA,11,2,LOW,Clear,NA
10604,2018-05-24,Centre Island Beach,5,S,12,No,NA,11,1,LOW,Clear,NA
10605,2018-05-24,Ward's Island Beach,5,S,12,No,NA,10,6,LOW,Clear,NA
10606,2018-05-24,Cherry Beach,5,S,12,No,NA,11,30,LOW,Clear,NA
10607,2018-05-24,Woodbine Beaches,5,S,12,No,NA,9,5,LOW,Clear,NA
10608,2018-05-24,Kew Balmy Beach,5,S,12,No,NA,9,3,LOW,Clear,NA
10609,2018-05-24,Bluffer's Beach Park,5,S,12,No,NA,8,5,LOW,Clear,NA
10610,2018-06-07,Marie Curtis Park East Beach,5,SW,12,No,NA,13,NA,LOW,Clear,0.5
10611,2018-06-07,Sunnyside Beach,5,SW,12,No,NA,10,5,LOW,Clear,1.27
10612,2018-06-07,Hanlan's Point Beach,5,SW,12,No,NA,10,NA,LOW,Clear ,NA
10613,2018-06-07,Gibraltar Point Beach,5,SW,12,No,NA,11,4,LOW,Cloudy ,NA
10614,2018-06-07,Centre Island Beach,5,SW,12,No,NA,11,2,LOW,Cloudy,NA
10615,2018-06-07,Ward's Island Beach,5,SW,12,No,NA,11,2,LOW,Cloudy,NA
10616,2018-06-07,Cherry Beach,5,SW,12,No,NA,12,38,LOW,Cloudy,NA
10617,2018-06-07,Woodbine Beaches,5,SW,12,No,NA,7,12,LOW,Clear,NA
10618,2018-06-07,Kew Balmy Beach,5,SW,12,No,NA,8,25,LOW,Clear,NA
10619,2018-06-07,Bluffer's Beach Park,5,SW,12,No,NA,5,NA,MOD,Clear,NA
10620,2018-06-10,Marie Curtis Park East Beach,28,NE,16,No,NA,13,10,HIGH,Cloudy,1.46
10621,2018-06-10,Sunnyside Beach,28,NE,16,No,NA,14,2,MOD,Cloudy,1.21
10622,2018-06-10,Hanlan's Point Beach,28,NE,16,No,NA,16,2,LOW,Cloudy,NA
10623,2018-06-10,Gibraltar Point Beach,28,NE,16,No,NA,15,NA,MOD,Cloudy,NA
10624,2018-06-10,Centre Island Beach,28,NE,16,No,NA,15,3,LOW,Clear,NA
10625,2018-06-10,Ward's Island Beach,28,NE,16,No,NA,16,7,LOW,Cloudy,NA
10626,2018-06-10,Cherry Beach,28,NE,16,No,NA,15,23,LOW,Clear,NA
10627,2018-06-10,Woodbine Beaches,28,NE,16,No,NA,11,2,MOD,Murky,NA
10628,2018-06-10,Kew Balmy Beach,28,NE,16,No,NA,12,25,MOD,Murky,NA
10629,2018-06-10,Bluffer's Beach Park,28,NE,16,No,NA,NA,NA,HIGH,Cloudy,NA
10630,2018-06-18,Marie Curtis Park East Beach,5,SW,20,No,NA,14,7,MOD,Cloudy,1.11
10631,2018-06-18,Sunnyside Beach,5,SW,20,No,NA,13,14,LOW,Cloudy,4.13
10632,2018-06-18,Hanlan's Point Beach,5,SW,20,No,NA,12,25,MOD,Cloudy,NA
10633,2018-06-18,Gibraltar Point Beach,5,SW,20,No,NA,12,5,MOD,Cloudy,NA
10634,2018-06-18,Centre Island Beach,5,SW,20,No,NA,12,7,LOW,Cloudy,NA
10635,2018-06-18,Ward's Island Beach,5,SW,20,No,NA,12,12,MOD,Cloudy,NA
10636,2018-06-18,Cherry Beach,5,SW,20,No,NA,12,51,MOD,Cloudy,NA
10637,2018-06-18,Woodbine Beaches,5,SW,20,No,NA,8,15,LOW,Clear,NA
10638,2018-06-18,Kew Balmy Beach,5,SW,20,No,NA,8,8,LOW,Clear,NA
10639,2018-06-18,Bluffer's Beach Park,5,SW,20,No,NA,10,22,MOD,"Clear, surface debris",NA
10640,2018-06-21,Marie Curtis Park East Beach,18,NE,18,No,NA,10,NA,LOW,Cloudy,1.05
10641,2018-06-21,Sunnyside Beach,18,NE,18,No,NA,11,4,MOD,"Cloudy, algae",0.76
10642,2018-06-21,Hanlan's Point Beach,18,NE,18,No,NA,11,9,LOW,Clear,NA
10643,2018-06-21,Gibraltar Point Beach,18,NE,18,No,NA,12,2,LOW,Clear,NA
10644,2018-06-21,Centre Island Beach,18,NE,18,No,NA,12,14,LOW,Clear,NA
10645,2018-06-21,Ward's Island Beach,18,NE,18,No,NA,12,NA,LOW,Cloudy,NA
10646,2018-06-21,Cherry Beach,18,NE,18,No,NA,14,17,LOW,Clear,NA
10647,2018-06-21,Woodbine Beaches,18,NE,18,No,NA,8,NA,LOW,Clear,NA
10648,2018-06-21,Kew Balmy Beach,18,NE,18,No,NA,8,NA,LOW,Clear,NA
10649,2018-06-21,Bluffer's Beach Park,18,NE,18,No,NA,9,12,LOW,Clear,NA
10650,2018-06-27,Marie Curtis Park East Beach,11,E,17,Yes,NA,17,2,LOW,"dark, murky",4.09
10651,2018-06-27,Sunnyside Beach,11,E,17,Yes,NA,16,12,LOW,"dark, murky",1.1
10652,2018-06-27,Hanlan's Point Beach,11,E,17,Yes,NA,15,2,LOW,clear,NA
10653,2018-06-27,Gibraltar Point Beach,11,E,17,Yes,NA,15,NA,LOW,clear,NA
10654,2018-06-27,Centre Island Beach,11,E,17,Yes,NA,15,2,LOW,clear,NA
10655,2018-06-27,Ward's Island Beach,11,E,17,Yes,NA,15,3,LOW,clear,NA
10656,2018-06-27,Cherry Beach,11,E,17,Yes,NA,16,6,LOW,clear,NA
10657,2018-06-27,Woodbine Beaches,11,E,17,Yes,NA,14,2,LOW,murky,NA
10658,2018-06-27,Kew Balmy Beach,11,E,17,Yes,NA,14,NA,LOW,murky,NA
10659,2018-06-27,Bluffer's Beach Park,11,E,17,Yes,NA,16,10,MOD,murky,NA
10660,2018-07-08,Marie Curtis Park East Beach,4,N,19,No,NA,20,3,LOW,"clear, algae at surface ",1.49
10661,2018-07-08,Sunnyside Beach,4,N,19,No,NA,21,16,LOW,cloudy,8.41
10662,2018-07-08,Hanlan's Point Beach,4,N,19,No,NA,20,NA,LOW,clear,NA
10663,2018-07-08,Gibraltar Point Beach,4,N,19,No,NA,22,NA,LOW,clear,NA
10664,2018-07-08,Centre Island Beach,4,N,19,No,NA,22,2,LOW,cloudy,NA
10665,2018-07-08,Ward's Island Beach,4,N,19,No,NA,22,NA,LOW,cloudy,NA
10666,2018-07-08,Cherry Beach,4,N,19,No,NA,22,21,LOW,clear,NA
10667,2018-07-08,Woodbine Beaches,4,N,19,No,NA,18,3,LOW,clear,NA
10668,2018-07-08,Kew Balmy Beach,4,N,19,No,NA,18,6,LOW,clear,NA
10669,2018-07-08,Bluffer's Beach Park,4,N,19,No,NA,17,NA,LOW,clear. some surface debris,NA
10670,2018-07-11,Marie Curtis Park East Beach,9,NW,20,Yes,NA,15,10,LOW,cloudy,0.66
10671,2018-07-11,Sunnyside Beach,9,NW,20,Yes,NA,14,7,LOW,cloudy,0.35
10672,2018-07-11,Hanlan's Point Beach,9,NW,20,Yes,NA,8,1,LOW,clear,NA
10673,2018-07-11,Gibraltar Point Beach,9,NW,20,Yes,NA,10,2,LOW,clear,NA
10674,2018-07-11,Centre Island Beach,9,NW,20,Yes,NA,10,11,LOW,clear,NA
10675,2018-07-11,Ward's Island Beach,9,NW,20,Yes,NA,8,NA,LOW,clear,NA
10676,2018-07-11,Cherry Beach,9,NW,20,Yes,NA,14,23,LOW,clear,NA
10677,2018-07-11,Woodbine Beaches,9,NW,20,Yes,NA,10,4,LOW,clear,NA
10678,2018-07-11,Kew Balmy Beach,9,NW,20,Yes,NA,10,22,LOW,clear,NA
10679,2018-07-11,Bluffer's Beach Park,9,NW,20,Yes,NA,12,NA,LOW,"clear,algae",NA
10680,2018-07-12,Marie Curtis Park East Beach,5,NW,19,No,NA,15,2,LOW,algae,2.85
10681,2018-07-12,Sunnyside Beach,5,NW,19,No,NA,51,15,LOW,almost clear,0.57
10682,2018-07-12,Hanlan's Point Beach,5,NW,19,No,NA,14,35,NONE,clear,NA
10683,2018-07-12,Gibraltar Point Beach,5,NW,19,No,NA,13,15,NONE,clear,NA
10684,2018-07-12,Centre Island Beach,5,NW,19,No,NA,12,4,NONE,clear,NA
10685,2018-07-12,Ward's Island Beach,5,NW,19,No,NA,13,21,NONE,cloudy,NA
10686,2018-07-12,Cherry Beach,5,NW,19,No,NA,13,15,NONE,somewhat cloudy,NA
10687,2018-07-12,Woodbine Beaches,5,NW,19,No,NA,13,NA,LOW,clear,NA
10688,2018-07-12,Kew Balmy Beach,5,NW,19,No,NA,13,3,LOW,clear,NA
10689,2018-07-12,Bluffer's Beach Park,5,NW,19,No,NA,16,NA,NONE,clear,NA
10690,2018-07-15,Marie Curtis Park East Beach,4,SW,21,Yes,NA,18,NA,LOW,Clear,0.75
10691,2018-07-15,Sunnyside Beach,4,SW,21,Yes,NA,21,5,LOW,Clear ,0.99
10692,2018-07-15,Hanlan's Point Beach,4,SW,21,Yes,NA,20,NA,LOW,Clear,NA
10693,2018-07-15,Gibraltar Point Beach,4,SW,21,Yes,NA,18,11,LOW,Clear ,NA
10694,2018-07-15,Centre Island Beach,4,SW,21,Yes,NA,18,NA,LOW,Clear ,NA
10695,2018-07-15,Ward's Island Beach,4,SW,21,Yes,NA,19,NA,LOW,Murky ,NA
10696,2018-07-15,Cherry Beach,4,SW,21,Yes,NA,18,5,LOW,Clear ,NA
10697,2018-07-15,Woodbine Beaches,4,SW,21,Yes,NA,17,12,LOW,clear,NA
10698,2018-07-15,Kew Balmy Beach,4,SW,21,Yes,NA,17,4,LOW,clear,NA
10699,2018-07-15,Bluffer's Beach Park,4,SW,21,Yes,NA,17,NA,LOW,clear,NA
10700,2018-05-25,Marie Curtis Park East Beach,20,W,14,No,NA,10,2,LOW,Clar,0.65
10701,2018-05-25,Sunnyside Beach,20,W,14,No,NA,11,NA,LOW,Clear,0.94
10702,2018-05-25,Hanlan's Point Beach,20,W,14,No,NA,12,9,LOW,Clear,NA
10703,2018-05-25,Gibraltar Point Beach,20,W,14,No,NA,9,3,LOW,Clear,NA
10704,2018-05-25,Centre Island Beach,20,W,14,No,NA,10,7,LOW,Clear,NA
10705,2018-05-25,Ward's Island Beach,20,W,14,No,NA,11,1,LOW,Clear,NA
10706,2018-05-25,Cherry Beach,20,W,14,No,NA,11,5,LOW,Clear,NA
10707,2018-05-25,Woodbine Beaches,20,W,14,No,NA,8,2,LOW,Clear,NA
10708,2018-05-25,Kew Balmy Beach,20,W,14,No,NA,8,NA,LOW,Clear,NA
10709,2018-05-25,Bluffer's Beach Park,20,W,14,No,NA,8,51,LOW,Clear,NA
10710,2018-05-26,Marie Curtis Park East Beach,5,SW,17,No,NA,12,NA,LOW,Almost clear,1.57
10711,2018-05-26,Sunnyside Beach,5,SW,17,No,NA,12,10,LOW,Murky,1.44
10712,2018-05-26,Hanlan's Point Beach,5,SW,17,No,NA,12,3,LOW,"Murky, Debris",NA
10713,2018-05-26,Gibraltar Point Beach,5,SW,17,No,NA,11,1,LOW,"Clear, Some Debris (Bugs)",NA
10714,2018-05-26,Centre Island Beach,5,SW,17,No,NA,11,8,LOW,"Clear, Some Debris (Bugs)",NA
10715,2018-05-26,Ward's Island Beach,5,SW,17,No,NA,12,1,LOW,"Clear, Some Debris (Bugs)",NA
10716,2018-05-26,Cherry Beach,5,SW,17,No,NA,13,29,LOW,Clear,NA
10717,2018-05-26,Woodbine Beaches,5,SW,17,No,NA,6,2,LOW,Clear,NA
10718,2018-05-26,Kew Balmy Beach,5,SW,17,No,NA,7,NA,LOW,Clear,NA
10719,2018-05-26,Bluffer's Beach Park,5,SW,17,No,NA,4,11,LOW,Clear,NA
10720,2018-05-27,Marie Curtis Park East Beach,17,NE,15,No,NA,12,NA,LOW,Clear,0.87
10721,2018-05-27,Sunnyside Beach,17,NE,15,No,NA,13,5,LOW,Clear w/some pollen,2.04
10722,2018-05-27,Hanlan's Point Beach,17,NE,15,No,NA,10,4,LOW,Clear,NA
10723,2018-05-27,Gibraltar Point Beach,17,NE,15,No,NA,12,3,LOW,Clear,NA
10724,2018-05-27,Centre Island Beach,17,NE,15,No,NA,14,7,LOW,Clear,NA
10725,2018-05-27,Ward's Island Beach,17,NE,15,No,NA,12,6,NONE,Clear,NA
10726,2018-05-27,Cherry Beach,17,NE,15,No,NA,13,25,LOW,Clear,NA
10727,2018-05-27,Woodbine Beaches,17,NE,15,No,NA,4,3,LOW,Clear,NA
10728,2018-05-27,Kew Balmy Beach,17,NE,15,No,NA,4,7,LOW,Clear,NA
10729,2018-05-27,Bluffer's Beach Park,17,NE,15,No,NA,6,NA,LOW,Murky,NA
10730,2018-05-30,Marie Curtis Park East Beach,30,NE,18,No,NA,14,25,MOD,Cloudy,1.08
10731,2018-05-30,Sunnyside Beach,30,NE,18,No,NA,11,20,LOW,Murky,1.85
10732,2018-05-30,Hanlan's Point Beach,30,NE,18,No,NA,11,2,LOW,Clear,NA
10733,2018-05-30,Gibraltar Point Beach,30,NE,18,No,NA,12,NA,MOD,Clear,NA
10734,2018-05-30,Centre Island Beach,30,NE,18,No,NA,11,3,LOW,Clear w/ algae,NA
10735,2018-05-30,Ward's Island Beach,30,NE,18,No,NA,11,NA,LOW,Clear,NA
10736,2018-05-30,Cherry Beach,30,NE,18,No,NA,10,50,LOW,Clear ,NA
10737,2018-05-30,Woodbine Beaches,30,NE,18,No,NA,14,2,MOD,Murky,NA
10738,2018-05-30,Kew Balmy Beach,30,NE,18,No,NA,16,11,MOD,Murky,NA
10739,2018-05-30,Bluffer's Beach Park,30,NE,18,No,NA,11,5,LOW,Cloudy,NA
10740,2018-06-03,Marie Curtis Park East Beach,26,NE,15,No,NA,14,5,MOD,Clear,1.72
10741,2018-06-03,Sunnyside Beach,26,NE,15,No,NA,15,3,MOD,Clear,1.68
10742,2018-06-03,Hanlan's Point Beach,26,NE,15,No,NA,16,3,LOW,Clear,NA
10743,2018-06-03,Gibraltar Point Beach,26,NE,15,No,NA,17,2,MOD,Cloudy,NA
10744,2018-06-03,Centre Island Beach,26,NE,15,No,NA,18,5,MOD,Cloudy,NA
10745,2018-06-03,Ward's Island Beach,26,NE,15,No,NA,17,NA,MOD,Cloudy,NA
10746,2018-06-03,Cherry Beach,26,NE,15,No,NA,12,52,LOW,Cloudy,NA
10747,2018-06-03,Woodbine Beaches,26,NE,15,No,NA,13,NA,MOD,Murky,NA
10748,2018-06-03,Kew Balmy Beach,26,NE,15,No,NA,13,5,MOD,Murky,NA
10749,2018-06-03,Bluffer's Beach Park,26,NE,15,No,NA,12,NA,HIGH,Murky,NA
10750,2018-06-14,Marie Curtis Park East Beach,34,NW,17,Yes,5,11,NA,LOW,very clear,0.45
10751,2018-06-14,Sunnyside Beach,34,NW,17,Yes,5,12,1,LOW,"clear, some algae",0.64
10752,2018-06-14,Hanlan's Point Beach,34,NW,17,Yes,5,10,NA,LOW,cloudy ,NA
10753,2018-06-14,Gibraltar Point Beach,34,NW,17,Yes,5,8,NA,LOW,cloudy,NA
10754,2018-06-14,Centre Island Beach,34,NW,17,Yes,5,8,3,LOW,clear,NA
10755,2018-06-14,Ward's Island Beach,34,NW,17,Yes,5,13,NA,LOW,clear,NA
10756,2018-06-14,Cherry Beach,34,NW,17,Yes,5,15,88,LOW,clear,NA
10757,2018-06-14,Woodbine Beaches,34,NW,17,Yes,5,7,5,LOW,"clear, pollen accumulated ",NA
10758,2018-06-14,Kew Balmy Beach,34,NW,17,Yes,5,6,7,LOW,"clear, pollen accumulated",NA
10759,2018-06-14,Bluffer's Beach Park,34,NW,17,Yes,5,9,32,LOW,clear,NA
10760,2018-07-02,Marie Curtis Park East Beach,5,SW,23,No,NA,16,7,LOW,Almost Clear,0.86
10761,2018-07-02,Sunnyside Beach,5,SW,23,No,NA,17,30,LOW,Clear,1.12
10762,2018-07-02,Hanlan's Point Beach,5,SW,23,No,NA,17,2,LOW,Clear,NA
10763,2018-07-02,Gibraltar Point Beach,5,SW,23,No,NA,16,3,MOD,Clear,NA
10764,2018-07-02,Centre Island Beach,5,SW,23,No,NA,17,NA,LOW,Clear,NA
10765,2018-07-02,Ward's Island Beach,5,SW,23,No,NA,16,1,LOW,Cloudy,NA
10766,2018-07-02,Cherry Beach,5,SW,23,No,NA,20,6,LOW,Cloudy,NA
10767,2018-07-02,Woodbine Beaches,5,SW,23,No,NA,18,6,LOW,Clear,NA
10768,2018-07-02,Kew Balmy Beach,5,SW,23,No,NA,18,5,LOW,Clear,NA
10769,2018-07-02,Bluffer's Beach Park,5,SW,23,No,NA,13,NA,MOD,Murky,NA
10770,2018-07-04,Marie Curtis Park East Beach,18,NE,23,No,NA,NA,NA,None,None,NA
10771,2018-07-04,Sunnyside Beach,18,NE,23,No,NA,21,NA,LOW,clear,0.98
10772,2018-07-04,Hanlan's Point Beach,18,NE,23,No,NA,20,22,LOW,clear,NA
10773,2018-07-04,Gibraltar Point Beach,18,NE,23,No,NA,19,4,LOW,clear,NA
10774,2018-07-04,Centre Island Beach,18,NE,23,No,NA,21,20,LOW,clear,NA
10775,2018-07-04,Ward's Island Beach,18,NE,23,No,NA,20,2,LOW,clear,NA
10776,2018-07-04,Cherry Beach,18,NE,23,No,NA,22,NA,LOW,clear,NA
10777,2018-07-04,Woodbine Beaches,18,NE,23,No,NA,19,4,LOW,clear,NA
10778,2018-07-04,Kew Balmy Beach,18,NE,23,No,NA,19,8,LOW,clear,NA
10779,2018-07-04,Bluffer's Beach Park,18,NE,23,No,NA,17,7,LOW,clear,NA
10780,2018-07-07,Marie Curtis Park East Beach,11,NW,17,No,NA,17,5,LOW,clear,1.51
10781,2018-07-07,Sunnyside Beach,11,NW,17,No,NA,17,30,LOW,clear,0.47
10782,2018-07-07,Hanlan's Point Beach,11,NW,17,No,NA,18,2,LOW,clear,NA
10783,2018-07-07,Gibraltar Point Beach,11,NW,17,No,NA,18,3,LOW,clear,NA
10784,2018-07-07,Centre Island Beach,11,NW,17,No,NA,19,56,LOW,"clear, algae",NA
10785,2018-07-07,Ward's Island Beach,11,NW,17,No,NA,19,12,LOW,clear,NA
10786,2018-07-07,Cherry Beach,11,NW,17,No,NA,20,60,LOW,"clear, debris",NA
10787,2018-07-07,Woodbine Beaches,11,NW,17,No,NA,16,25,LOW,clear,NA
10788,2018-07-07,Kew Balmy Beach,11,NW,17,No,NA,15,55,LOW,clear,NA
10789,2018-07-07,Bluffer's Beach Park,11,NW,17,No,NA,17,NA,LOW,clear,NA
10790,2018-07-16,Marie Curtis Park East Beach,4,SE,22,No,NA,22,NA,LOW,clear,0.65
10791,2018-07-16,Sunnyside Beach,4,SE,22,No,NA,23,4,LOW,clear ,1.08
10792,2018-07-16,Hanlan's Point Beach,4,SE,22,No,NA,20,6,LOW,clear ,NA
10793,2018-07-16,Gibraltar Point Beach,4,SE,22,No,NA,22,NA,LOW,clear with debris and algae on surface,NA
10794,2018-07-16,Centre Island Beach,4,SE,22,No,NA,22,1,LOW,clear ,NA
10795,2018-07-16,Ward's Island Beach,4,SE,22,No,NA,21,2,LOW,clear ,NA
10796,2018-07-16,Cherry Beach,4,SE,22,No,NA,22,26,LOW,clear ,NA
10797,2018-07-16,Woodbine Beaches,4,SE,22,No,NA,16,5,LOW,clear ,NA
10798,2018-07-16,Kew Balmy Beach,4,SE,22,No,NA,16,3,LOW,clear ,NA
10799,2018-07-16,Bluffer's Beach Park,4,SE,22,No,NA,21,NA,LOW,clear with surface debris (feathers and algae),NA
10800,2018-07-28,Marie Curtis Park East Beach,11,NW,17,No,NA,18,83,LOW,clear ,0.77
10801,2018-07-28,Sunnyside Beach,11,NW,17,No,NA,21,3,LOW,clear ,1.17
10802,2018-07-28,Hanlan's Point Beach,11,NW,17,No,NA,22,2,LOW,clear,NA
10803,2018-07-28,Gibraltar Point Beach,11,NW,17,No,NA,22,NA,LOW,clear,NA
10804,2018-07-28,Centre Island Beach,11,NW,17,No,NA,24,3,LOW,clear,NA
10805,2018-07-28,Ward's Island Beach,11,NW,17,No,NA,23,1,LOW,cloudy,NA
10806,2017-08-24,Marie Curtis Park East Beach,8,NW,14,No,NA,8,17,LOW,Clear,0.98
10807,2017-08-24,Sunnyside Beach,8,NW,14,No,NA,11,100,LOW,Clear,0.93
10808,2017-08-24,Hanlan's Point Beach,8,NW,14,No,NA,9,2,LOW,Clear,NA
10809,2017-08-24,Gibraltar Point Beach,8,NW,14,No,NA,11,NA,LOW,Clear,NA
10810,2017-08-24,Centre Island Beach,8,NW,14,No,NA,12,4,LOW,Clear,NA
10811,2017-08-24,Ward's Island Beach,8,NW,14,No,NA,15,2,LOW,Clear,NA
10812,2017-08-24,Cherry Beach,8,NW,14,No,NA,18,96,LOW,Clear,NA
10813,2017-08-24,Woodbine Beaches,8,NW,14,No,NA,7,2,LOW,Clear,NA
10814,2017-08-24,Kew Balmy Beach,8,NW,14,No,NA,7,23,LOW,Clear,NA
10815,2017-08-24,Bluffer's Beach Park,8,NW,14,No,NA,3,200,LOW,Clear,NA
10816,2017-09-04,Marie Curtis Park East Beach,21,SW,18,Yes,6,NA,NA,None,None,NA
10817,2017-09-04,Sunnyside Beach,21,SW,18,Yes,6,NA,NA,None,None,NA
10818,2017-09-04,Hanlan's Point Beach,21,SW,18,Yes,6,18,3,HIGH,Clear,NA
10819,2017-09-04,Gibraltar Point Beach,21,SW,18,Yes,6,19,17,HIGH,Clear,NA
